FieldID,Region,FieldArea_ha,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,PloughDepth_cm,PloughMethod,SoilAdjustment_kgLime,IrrigationAdvice,SeedAmount_kg,PlantSpacing_cm,Fertilizer_Basal_Urea_kg,Fertilizer_Basal_TSP_kg,Fertilizer_Basal_MOP_kg,WaterManagementAdvice_Stage4,TillerIncreaseTip,Fertilizer_2ndDose_Urea_kg,Fertilizer_2ndDose_TSP_kg,Fertilizer_2ndDose_MOP_kg,WaterControlAdvice_Stage5,WaterControlAdvice_Stage6,PesticideSuggestion,HumidityTarget_%,WaterLevelAdvice_Stage7,PredictedYield_kg_ha,HarvestingDate,FinalMoisture_%,PostHarvestAdvice
866,Wet Low,4.31,5.32,31.9,83.5,1458.0,16,Mouldboard,431,Irrigate weekly,240.1,21,517.2,310.32,258.6,Maintain 3-5cm water,Apply split N,206.88,103.44,103.44,Maintain 5cm water,Ensure moist soil,Chlorpyrifos,83.2,Alternate wetting,5362.0,2026-02-23,15.9,Sun-dry 3 days
867,Wet Low,4.15,6.62,28.8,88.9,1756.5,16,Mouldboard,611,Maintain 5cm water,222.8,19,498.0,249.0,249.0,Keep flooded,Increase spacing,199.2,99.6,99.6,Reduce water 2 days,Ensure moist soil,Fipronil,82.2,Shallow water 3 days,5899.8,2026-02-27,15.4,Store under shade
868,Intermediate Low,3.5,7.49,30.8,75.8,2165.0,14,Mouldboard,672,Start irrigation after 3 days,195.8,23,420.0,252.0,210.0,Keep flooded,Thin seedlings,168.0,84.0,84.0,Maintain 5cm water,Maintain shallow flooding,nan,88.0,Shallow water 3 days,4568.8,2026-02-27,14.1,Store under shade
869,Intermediate Low,2.98,4.26,29.5,81.3,1526.1,15,Mouldboard,689,Maintain 5cm water,164.6,24,357.6,214.56,178.8,Alternate wetting,Increase spacing,143.04,71.52,71.52,Maintain 5cm water,Maintain shallow flooding,Fipronil,80.9,Maintain 3-5cm,4162.3,2026-02-23,15.1,Store under shade
870,Wet Low,4.92,5.34,27.6,85.6,1197.0,14,Chisel,690,Irrigate weekly,268.3,21,590.4,354.24,295.2,Keep flooded,Apply split N,236.16,118.08,118.08,Flood for 1 week,Maintain shallow flooding,nan,82.3,Alternate wetting,5652.3,2026-02-19,15.8,Store under shade
871,Dry Low,1.58,5.22,29.9,81.9,2490.7,17,Chisel,633,Irrigate weekly,88.5,18,189.6,94.8,94.8,Keep flooded,Increase spacing,75.84,45.5,37.92,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,82.0,Maintain 3-5cm,5996.8,2026-02-24,14.6,Sun-dry 3 days
872,Intermediate Low,3.9,4.72,28.5,87.1,2426.2,13,Chisel,581,Maintain 5cm water,212.5,23,468.0,280.8,234.0,Maintain 3-5cm water,Thin seedlings,187.2,112.32,93.6,Maintain 5cm water,Ensure moist soil,Fipronil,84.2,Shallow water 3 days,5156.9,2026-02-26,14.4,Sun-dry 3 days
873,Intermediate Low,1.76,4.29,27.2,77.7,2233.9,17,Chisel,545,Start irrigation after 3 days,100.2,24,211.2,126.72,105.6,Alternate wetting,Increase spacing,84.48,42.24,42.24,Maintain 5cm water,Ensure moist soil,Fipronil,83.2,Alternate wetting,4117.6,2026-02-19,14.7,Store under shade
874,Wet Low,2.35,3.76,30.2,89.4,1970.2,13,Chisel,449,Irrigate weekly,132.5,21,282.0,141.0,141.0,Alternate wetting,Increase spacing,112.8,67.68,56.4,Maintain 5cm water,Ensure moist soil,Fipronil,87.2,Alternate wetting,5560.9,2026-02-21,13.9,Thresh immediately
875,Intermediate Low,2.23,7.05,31.3,80.8,1301.3,14,Chisel,502,Maintain 5cm water,123.2,23,267.6,160.56,133.8,Maintain 3-5cm water,Apply split N,107.04,53.52,53.52,Maintain 5cm water,Ensure moist soil,nan,87.0,Shallow water 3 days,4147.5,2026-02-23,15.7,Store under shade
876,Dry Low,4.79,5.18,28.7,80.1,2352.8,17,Rotavator,432,Maintain 5cm water,274.3,18,574.8,287.4,287.4,Keep flooded,Apply split N,229.92,114.96,114.96,Reduce water 2 days,Reduce water pre-flowering,nan,83.3,Alternate wetting,5080.0,2026-02-21,15.4,Store under shade
877,Wet Low,4.87,5.49,29.0,88.1,1268.4,15,Rotavator,488,Maintain 5cm water,277.5,21,584.4,292.2,292.2,Maintain 3-5cm water,Apply split N,233.76,116.88,116.88,Maintain 5cm water,Maintain shallow flooding,Fipronil,84.4,Alternate wetting,4555.1,2026-02-20,15.1,Sun-dry 3 days
878,Intermediate Low,1.73,7.17,31.5,83.5,2161.4,17,Chisel,784,Start irrigation after 3 days,95.5,21,207.6,124.56,103.8,Alternate wetting,Apply split N,83.04,49.82,41.52,Reduce water 2 days,Ensure moist soil,nan,82.1,Maintain 3-5cm,5830.1,2026-02-20,14.8,Store under shade
879,Wet Low,1.09,6.61,31.1,82.7,2361.0,16,Chisel,740,Maintain 5cm water,57.1,24,130.8,78.48,65.4,Maintain 3-5cm water,Thin seedlings,52.32,31.39,26.16,Reduce water 2 days,Ensure moist soil,Fipronil,86.7,Alternate wetting,4902.7,2026-02-28,15.9,Sun-dry 3 days
880,Intermediate Low,3.88,4.02,30.6,85.9,1825.1,13,Rotavator,714,Maintain 5cm water,214.9,23,465.6,232.8,232.8,Alternate wetting,Increase spacing,186.24,93.12,93.12,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,84.0,Maintain 3-5cm,5796.9,2026-02-20,13.9,Sun-dry 3 days
881,Intermediate Low,2.67,5.76,28.2,83.7,2165.2,13,Rotavator,640,Irrigate weekly,144.5,19,320.4,192.24,160.2,Maintain 3-5cm water,Increase spacing,128.16,64.08,64.08,Flood for 1 week,Ensure moist soil,Fipronil,81.3,Alternate wetting,4598.2,2026-02-19,13.8,Store under shade
882,Intermediate Low,1.36,5.27,31.6,77.4,2145.9,15,Chisel,665,Maintain 5cm water,75.1,21,163.2,97.92,81.6,Keep flooded,Increase spacing,65.28,39.17,32.64,Flood for 1 week,Reduce water pre-flowering,Fipronil,81.3,Maintain 3-5cm,4774.7,2026-02-24,13.7,Thresh immediately
883,Dry Low,3.74,6.69,27.8,85.1,1128.4,13,Rotavator,622,Start irrigation after 3 days,209.0,19,448.8,224.4,224.4,Keep flooded,Increase spacing,179.52,107.71,89.76,Reduce water 2 days,Ensure moist soil,nan,83.2,Maintain 3-5cm,5894.2,2026-02-23,15.2,Sun-dry 3 days
884,Dry Low,3.18,6.4,30.1,77.0,1935.5,13,Mouldboard,635,Maintain 5cm water,177.7,21,381.6,190.8,190.8,Alternate wetting,Thin seedlings,152.64,76.32,76.32,Flood for 1 week,Maintain shallow flooding,nan,87.5,Alternate wetting,4402.6,2026-02-25,15.4,Sun-dry 3 days
885,Wet Low,4.92,6.26,27.1,87.1,958.9,15,Mouldboard,552,Start irrigation after 3 days,275.7,22,590.4,354.24,295.2,Maintain 3-5cm water,Apply split N,236.16,118.08,118.08,Maintain 5cm water,Reduce water pre-flowering,nan,80.3,Maintain 3-5cm,5157.0,2026-02-27,14.8,Sun-dry 3 days
886,Intermediate Low,1.91,4.86,30.2,89.8,1663.3,17,Mouldboard,456,Maintain 5cm water,107.1,20,229.2,137.52,114.6,Alternate wetting,Increase spacing,91.68,55.01,45.84,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,82.6,Shallow water 3 days,4777.0,2026-02-23,15.0,Store under shade
887,Intermediate Low,2.62,6.72,28.4,80.7,1075.8,14,Rotavator,721,Maintain 5cm water,138.0,19,314.4,188.64,157.2,Keep flooded,Increase spacing,125.76,75.46,62.88,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,81.6,Shallow water 3 days,5548.3,2026-02-21,14.0,Store under shade
888,Dry Low,3.17,3.71,29.2,81.7,1507.8,17,Chisel,774,Maintain 5cm water,168.5,19,380.4,228.24,190.2,Alternate wetting,Apply split N,152.16,76.08,76.08,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,89.6,Alternate wetting,4258.6,2026-02-26,13.1,Sun-dry 3 days
889,Intermediate Low,4.17,4.14,28.7,75.7,2216.1,16,Chisel,511,Start irrigation after 3 days,232.6,24,500.4,250.2,250.2,Keep flooded,Apply split N,200.16,100.08,100.08,Flood for 1 week,Reduce water pre-flowering,nan,87.1,Alternate wetting,4874.4,2026-02-27,13.8,Thresh immediately
890,Dry Low,3.2,4.84,27.9,75.2,2478.2,16,Chisel,414,Irrigate weekly,174.2,18,384.0,230.4,192.0,Alternate wetting,Increase spacing,153.6,76.8,76.8,Flood for 1 week,Ensure moist soil,Fipronil,82.3,Alternate wetting,5397.9,2026-02-28,14.8,Store under shade
891,Intermediate Low,3.45,3.81,30.1,88.8,1340.5,13,Rotavator,668,Start irrigation after 3 days,195.2,22,414.0,248.4,207.0,Maintain 3-5cm water,Apply split N,165.6,82.8,82.8,Flood for 1 week,Maintain shallow flooding,Fipronil,82.1,Shallow water 3 days,4814.0,2026-02-25,15.4,Thresh immediately
892,Wet Low,1.9,4.44,31.4,76.9,1704.3,16,Rotavator,513,Irrigate weekly,100.2,18,228.0,136.8,114.0,Keep flooded,Increase spacing,91.2,45.6,45.6,Maintain 5cm water,Reduce water pre-flowering,Fipronil,88.6,Alternate wetting,4117.1,2026-02-25,15.3,Thresh immediately
893,Intermediate Low,4.39,6.82,31.8,81.7,1669.2,14,Mouldboard,651,Start irrigation after 3 days,233.3,22,526.8,263.4,263.4,Alternate wetting,Increase spacing,210.72,105.36,105.36,Flood for 1 week,Maintain shallow flooding,nan,81.9,Alternate wetting,5410.2,2026-02-21,13.5,Store under shade
894,Intermediate Low,2.71,7.29,28.0,87.2,2422.5,13,Rotavator,773,Maintain 5cm water,150.0,22,325.2,162.6,162.6,Keep flooded,Increase spacing,130.08,78.05,65.04,Reduce water 2 days,Ensure moist soil,nan,90.0,Maintain 3-5cm,5006.4,2026-02-20,13.2,Sun-dry 3 days
895,Dry Low,1.56,4.72,30.6,88.3,1613.6,16,Mouldboard,541,Maintain 5cm water,85.8,23,187.2,112.32,93.6,Maintain 3-5cm water,Increase spacing,74.88,44.93,37.44,Flood for 1 week,Ensure moist soil,Chlorpyrifos,82.8,Alternate wetting,4022.6,2026-02-24,15.6,Thresh immediately
896,Intermediate Low,3.66,4.56,30.3,82.8,1988.5,12,Mouldboard,513,Irrigate weekly,196.2,23,439.2,219.6,219.6,Keep flooded,Increase spacing,175.68,105.41,87.84,Flood for 1 week,Reduce water pre-flowering,nan,80.8,Shallow water 3 days,5225.3,2026-02-19,13.2,Sun-dry 3 days
897,Intermediate Low,1.86,4.62,28.7,83.5,2367.0,12,Chisel,689,Irrigate weekly,101.3,23,223.2,111.6,111.6,Maintain 3-5cm water,Increase spacing,89.28,44.64,44.64,Flood for 1 week,Ensure moist soil,Fipronil,86.9,Shallow water 3 days,5839.8,2026-02-21,14.2,Thresh immediately
898,Dry Low,1.39,4.61,27.1,85.0,1434.7,12,Rotavator,756,Start irrigation after 3 days,72.6,21,166.8,100.08,83.4,Keep flooded,Apply split N,66.72,33.36,33.36,Flood for 1 week,Ensure moist soil,Chlorpyrifos,86.1,Alternate wetting,4222.1,2026-02-24,13.3,Sun-dry 3 days
899,Wet Low,4.45,3.64,30.4,89.4,2333.6,12,Chisel,424,Start irrigation after 3 days,232.4,24,534.0,267.0,267.0,Maintain 3-5cm water,Thin seedlings,213.6,128.16,106.8,Reduce water 2 days,Ensure moist soil,Chlorpyrifos,90.0,Shallow water 3 days,5181.3,2026-02-21,14.7,Store under shade
900,Wet Low,2.84,7.21,31.7,84.0,2359.7,17,Chisel,767,Irrigate weekly,149.3,18,340.8,170.4,170.4,Keep flooded,Thin seedlings,136.32,81.79,68.16,Flood for 1 week,Maintain shallow flooding,nan,88.0,Maintain 3-5cm,5457.3,2026-02-27,14.1,Thresh immediately
901,Dry Low,4.0,4.35,30.2,83.4,2382.1,12,Rotavator,709,Irrigate weekly,221.8,20,480.0,288.0,240.0,Maintain 3-5cm water,Increase spacing,192.0,96.0,96.0,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,84.3,Maintain 3-5cm,4141.5,2026-02-25,13.6,Thresh immediately
902,Dry Low,2.16,5.18,29.2,75.2,1259.8,13,Rotavator,654,Start irrigation after 3 days,123.5,22,259.2,129.6,129.6,Alternate wetting,Apply split N,103.68,62.21,51.84,Flood for 1 week,Reduce water pre-flowering,Chlorpyrifos,86.8,Alternate wetting,4045.2,2026-02-25,14.8,Thresh immediately
903,Dry Low,4.15,3.54,29.6,76.2,1480.6,15,Mouldboard,667,Irrigate weekly,222.3,22,498.0,249.0,249.0,Alternate wetting,Increase spacing,199.2,119.52,99.6,Maintain 5cm water,Reduce water pre-flowering,nan,88.2,Alternate wetting,4928.4,2026-02-23,14.1,Sun-dry 3 days
904,Dry Low,1.45,6.93,28.0,83.7,2279.7,17,Mouldboard,525,Irrigate weekly,75.7,24,174.0,104.4,87.0,Keep flooded,Apply split N,69.6,34.8,34.8,Maintain 5cm water,Ensure moist soil,Chlorpyrifos,85.1,Maintain 3-5cm,5582.4,2026-02-20,13.5,Thresh immediately
905,Dry Low,2.42,6.42,30.8,89.0,1410.6,15,Mouldboard,792,Irrigate weekly,136.1,19,290.4,174.24,145.2,Maintain 3-5cm water,Increase spacing,116.16,69.7,58.08,Reduce water 2 days,Maintain shallow flooding,Fipronil,82.7,Maintain 3-5cm,4321.4,2026-02-25,15.1,Thresh immediately
906,Wet Low,4.91,7.29,30.7,88.0,1820.4,13,Mouldboard,649,Irrigate weekly,280.5,21,589.2,294.6,294.6,Alternate wetting,Increase spacing,235.68,141.41,117.84,Reduce water 2 days,Reduce water pre-flowering,nan,82.1,Alternate wetting,5673.3,2026-02-19,15.5,Sun-dry 3 days
907,Wet Low,4.18,6.63,27.7,89.7,1000.7,13,Chisel,686,Maintain 5cm water,220.8,20,501.6,300.96,250.8,Keep flooded,Thin seedlings,200.64,120.38,100.32,Maintain 5cm water,Maintain shallow flooding,Fipronil,83.0,Shallow water 3 days,5313.2,2026-02-24,13.8,Sun-dry 3 days
908,Dry Low,2.99,4.75,31.4,82.9,895.7,14,Chisel,733,Maintain 5cm water,162.4,23,358.8,215.28,179.4,Alternate wetting,Apply split N,143.52,71.76,71.76,Maintain 5cm water,Reduce water pre-flowering,Fipronil,88.5,Alternate wetting,4664.3,2026-02-20,13.6,Store under shade
909,Intermediate Low,2.36,4.49,28.3,86.8,1500.4,17,Rotavator,452,Irrigate weekly,125.0,22,283.2,141.6,141.6,Maintain 3-5cm water,Apply split N,113.28,56.64,56.64,Flood for 1 week,Ensure moist soil,Fipronil,83.8,Alternate wetting,5031.7,2026-02-24,13.2,Sun-dry 3 days
910,Dry Low,4.49,6.29,31.9,87.6,1784.2,15,Mouldboard,767,Start irrigation after 3 days,236.3,19,538.8,269.4,269.4,Keep flooded,Thin seedlings,215.52,129.31,107.76,Maintain 5cm water,Reduce water pre-flowering,Fipronil,82.9,Alternate wetting,5931.1,2026-02-26,14.6,Thresh immediately
911,Intermediate Low,3.18,4.96,28.9,84.7,1467.6,12,Mouldboard,442,Maintain 5cm water,177.7,18,381.6,228.96,190.8,Maintain 3-5cm water,Thin seedlings,152.64,91.58,76.32,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,88.1,Alternate wetting,4432.9,2026-02-25,15.5,Thresh immediately
912,Dry Low,4.03,5.76,27.9,80.1,1782.2,13,Mouldboard,565,Start irrigation after 3 days,233.0,22,483.6,290.16,241.8,Maintain 3-5cm water,Thin seedlings,193.44,96.72,96.72,Reduce water 2 days,Ensure moist soil,Chlorpyrifos,80.3,Alternate wetting,4999.1,2026-02-24,13.8,Store under shade
913,Dry Low,4.02,3.53,28.8,82.0,1675.6,12,Chisel,441,Start irrigation after 3 days,225.4,19,482.4,289.44,241.2,Maintain 3-5cm water,Thin seedlings,192.96,96.48,96.48,Maintain 5cm water,Ensure moist soil,nan,85.9,Alternate wetting,5249.0,2026-02-22,14.4,Store under shade
914,Wet Low,1.07,3.75,29.2,87.9,1965.7,15,Rotavator,779,Maintain 5cm water,62.0,18,128.4,64.2,64.2,Alternate wetting,Apply split N,51.36,25.68,25.68,Reduce water 2 days,Reduce water pre-flowering,nan,88.7,Alternate wetting,4276.0,2026-02-25,13.5,Thresh immediately
915,Intermediate Low,1.51,5.64,27.3,79.5,1904.2,17,Chisel,575,Start irrigation after 3 days,82.5,21,181.2,90.6,90.6,Keep flooded,Apply split N,72.48,36.24,36.24,Flood for 1 week,Maintain shallow flooding,Fipronil,84.1,Shallow water 3 days,4087.0,2026-02-26,14.2,Sun-dry 3 days
916,Intermediate Low,3.64,5.76,29.9,88.9,1521.2,16,Rotavator,466,Start irrigation after 3 days,208.9,23,436.8,218.4,218.4,Maintain 3-5cm water,Thin seedlings,174.72,87.36,87.36,Flood for 1 week,Ensure moist soil,Fipronil,82.7,Alternate wetting,4026.9,2026-02-27,13.0,Thresh immediately
917,Wet Low,1.65,6.51,30.0,78.4,1522.5,16,Rotavator,465,Irrigate weekly,87.8,24,198.0,118.8,99.0,Alternate wetting,Increase spacing,79.2,47.52,39.6,Maintain 5cm water,Reduce water pre-flowering,nan,84.9,Maintain 3-5cm,4649.4,2026-02-22,15.7,Store under shade
918,Wet Low,2.02,4.03,30.7,86.2,1039.3,13,Chisel,799,Irrigate weekly,106.5,18,242.4,121.2,121.2,Maintain 3-5cm water,Increase spacing,96.96,48.48,48.48,Reduce water 2 days,Ensure moist soil,nan,87.2,Alternate wetting,4147.9,2026-02-21,15.0,Thresh immediately
919,Wet Low,4.79,5.55,27.1,84.5,1672.5,14,Chisel,482,Irrigate weekly,269.3,22,574.8,287.4,287.4,Alternate wetting,Increase spacing,229.92,137.95,114.96,Maintain 5cm water,Maintain shallow flooding,nan,85.2,Shallow water 3 days,5607.5,2026-02-22,14.0,Thresh immediately
920,Wet Low,3.24,4.28,29.7,86.2,1798.2,12,Rotavator,749,Maintain 5cm water,175.7,20,388.8,233.28,194.4,Keep flooded,Increase spacing,155.52,93.31,77.76,Reduce water 2 days,Reduce water pre-flowering,nan,80.1,Maintain 3-5cm,5994.6,2026-02-22,15.6,Thresh immediately
921,Intermediate Low,4.0,3.87,27.3,81.6,1610.0,13,Chisel,504,Irrigate weekly,215.6,18,480.0,240.0,240.0,Keep flooded,Apply split N,192.0,96.0,96.0,Reduce water 2 days,Reduce water pre-flowering,Fipronil,80.8,Alternate wetting,4122.6,2026-02-24,13.5,Store under shade
922,Intermediate Low,3.23,5.14,30.5,89.0,1353.7,14,Chisel,799,Start irrigation after 3 days,181.0,20,387.6,232.56,193.8,Keep flooded,Apply split N,155.04,77.52,77.52,Reduce water 2 days,Maintain shallow flooding,nan,87.2,Alternate wetting,4865.5,2026-02-28,13.2,Store under shade
923,Dry Low,3.21,4.15,27.3,84.5,2026.8,12,Rotavator,686,Start irrigation after 3 days,173.3,20,385.2,231.12,192.6,Keep flooded,Apply split N,154.08,77.04,77.04,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,84.0,Maintain 3-5cm,4051.5,2026-02-24,15.8,Store under shade
924,Dry Low,1.38,4.39,31.6,79.3,926.9,15,Rotavator,773,Start irrigation after 3 days,76.5,18,165.6,99.36,82.8,Maintain 3-5cm water,Increase spacing,66.24,39.74,33.12,Reduce water 2 days,Reduce water pre-flowering,Fipronil,87.8,Alternate wetting,4268.0,2026-02-19,13.9,Sun-dry 3 days
925,Wet Low,2.37,4.77,30.5,84.6,2354.5,16,Mouldboard,585,Start irrigation after 3 days,127.5,24,284.4,170.64,142.2,Alternate wetting,Thin seedlings,113.76,56.88,56.88,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,86.5,Shallow water 3 days,4645.8,2026-02-25,15.8,Store under shade
926,Wet Low,2.13,4.54,29.5,79.3,835.1,14,Chisel,683,Start irrigation after 3 days,120.8,24,255.6,153.36,127.8,Keep flooded,Increase spacing,102.24,61.34,51.12,Reduce water 2 days,Maintain shallow flooding,nan,85.8,Alternate wetting,4787.4,2026-02-28,14.9,Sun-dry 3 days
927,Wet Low,2.56,3.85,29.2,79.4,2436.0,12,Rotavator,403,Maintain 5cm water,137.9,21,307.2,153.6,153.6,Maintain 3-5cm water,Apply split N,122.88,61.44,61.44,Maintain 5cm water,Reduce water pre-flowering,Chlorpyrifos,89.0,Shallow water 3 days,5879.6,2026-02-24,15.9,Sun-dry 3 days
928,Dry Low,4.19,3.86,27.7,81.0,1586.0,13,Chisel,537,Start irrigation after 3 days,231.3,24,502.8,301.68,251.4,Keep flooded,Increase spacing,201.12,120.67,100.56,Flood for 1 week,Ensure moist soil,nan,80.2,Alternate wetting,4791.7,2026-02-27,15.3,Store under shade
929,Dry Low,2.49,4.27,28.5,87.8,1501.5,12,Chisel,578,Maintain 5cm water,129.8,18,298.8,179.28,149.4,Keep flooded,Thin seedlings,119.52,71.71,59.76,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,81.6,Maintain 3-5cm,4992.6,2026-02-19,13.3,Sun-dry 3 days
930,Dry Low,2.81,3.7,31.3,82.5,1236.0,13,Rotavator,636,Start irrigation after 3 days,159.5,24,337.2,202.32,168.6,Keep flooded,Thin seedlings,134.88,67.44,67.44,Flood for 1 week,Ensure moist soil,Fipronil,86.2,Shallow water 3 days,4491.2,2026-02-24,15.6,Sun-dry 3 days
931,Dry Low,2.59,6.01,31.5,85.2,817.1,16,Mouldboard,417,Maintain 5cm water,144.3,19,310.8,186.48,155.4,Alternate wetting,Increase spacing,124.32,62.16,62.16,Maintain 5cm water,Ensure moist soil,Chlorpyrifos,80.7,Alternate wetting,4000.3,2026-02-20,13.4,Thresh immediately
932,Dry Low,1.37,4.65,27.0,80.9,1267.1,16,Rotavator,702,Maintain 5cm water,72.8,23,164.4,82.2,82.2,Alternate wetting,Apply split N,65.76,39.46,32.88,Flood for 1 week,Ensure moist soil,Fipronil,86.4,Alternate wetting,5798.7,2026-02-25,15.1,Sun-dry 3 days
933,Dry Low,2.76,4.62,30.0,79.0,986.0,12,Rotavator,408,Start irrigation after 3 days,147.1,20,331.2,165.6,165.6,Alternate wetting,Apply split N,132.48,79.49,66.24,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,89.8,Maintain 3-5cm,4163.4,2026-02-26,14.5,Sun-dry 3 days
934,Dry Low,1.78,4.83,30.6,89.3,1921.7,12,Chisel,428,Start irrigation after 3 days,95.4,23,213.6,106.8,106.8,Keep flooded,Apply split N,85.44,42.72,42.72,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,88.8,Maintain 3-5cm,5928.5,2026-02-21,15.1,Store under shade
935,Wet Low,1.75,6.15,30.1,84.1,1342.4,13,Mouldboard,543,Start irrigation after 3 days,97.1,22,210.0,105.0,105.0,Maintain 3-5cm water,Increase spacing,84.0,50.4,42.0,Reduce water 2 days,Reduce water pre-flowering,Fipronil,85.9,Shallow water 3 days,4261.7,2026-02-27,15.3,Thresh immediately
936,Wet Low,1.38,6.98,27.4,89.0,2104.2,13,Rotavator,747,Start irrigation after 3 days,76.3,20,165.6,99.36,82.8,Maintain 3-5cm water,Apply split N,66.24,39.74,33.12,Maintain 5cm water,Reduce water pre-flowering,Fipronil,88.9,Shallow water 3 days,5209.8,2026-02-19,15.4,Sun-dry 3 days
937,Wet Low,2.43,6.54,28.1,78.1,1151.8,14,Chisel,548,Irrigate weekly,130.4,22,291.6,174.96,145.8,Maintain 3-5cm water,Increase spacing,116.64,58.32,58.32,Flood for 1 week,Reduce water pre-flowering,nan,81.2,Shallow water 3 days,5998.8,2026-02-25,15.5,Sun-dry 3 days
938,Wet Low,4.03,6.41,28.3,77.2,2330.4,14,Rotavator,463,Irrigate weekly,226.3,19,483.6,290.16,241.8,Keep flooded,Apply split N,193.44,96.72,96.72,Flood for 1 week,Reduce water pre-flowering,Fipronil,84.5,Alternate wetting,4276.9,2026-02-21,15.5,Sun-dry 3 days
939,Dry Low,2.11,5.44,31.2,87.8,1689.1,14,Chisel,766,Maintain 5cm water,121.0,19,253.2,126.6,126.6,Alternate wetting,Thin seedlings,101.28,60.77,50.64,Maintain 5cm water,Reduce water pre-flowering,Fipronil,84.3,Alternate wetting,4847.9,2026-02-23,14.2,Store under shade
940,Intermediate Low,2.25,6.28,29.3,85.2,994.7,12,Rotavator,779,Maintain 5cm water,117.6,23,270.0,162.0,135.0,Maintain 3-5cm water,Thin seedlings,108.0,64.8,54.0,Reduce water 2 days,Ensure moist soil,nan,83.4,Shallow water 3 days,5560.8,2026-02-21,15.7,Store under shade
941,Dry Low,3.57,5.71,29.4,77.8,1481.4,17,Mouldboard,586,Irrigate weekly,194.6,19,428.4,214.2,214.2,Keep flooded,Apply split N,171.36,85.68,85.68,Maintain 5cm water,Ensure moist soil,Fipronil,80.0,Alternate wetting,4064.4,2026-02-25,15.2,Thresh immediately
942,Intermediate Low,1.78,4.37,31.7,79.0,1151.5,17,Rotavator,765,Maintain 5cm water,98.9,18,213.6,128.16,106.8,Keep flooded,Increase spacing,85.44,42.72,42.72,Flood for 1 week,Ensure moist soil,Fipronil,88.9,Maintain 3-5cm,5379.6,2026-02-28,15.5,Sun-dry 3 days
943,Wet Low,4.59,4.33,30.2,87.0,1139.5,17,Chisel,626,Start irrigation after 3 days,254.8,20,550.8,330.48,275.4,Maintain 3-5cm water,Apply split N,220.32,110.16,110.16,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,87.8,Alternate wetting,4160.7,2026-02-23,16.0,Thresh immediately
944,Dry Low,3.08,4.69,31.5,81.8,1660.8,17,Rotavator,517,Maintain 5cm water,160.5,22,369.6,184.8,184.8,Maintain 3-5cm water,Increase spacing,147.84,88.7,73.92,Flood for 1 week,Maintain shallow flooding,nan,86.5,Shallow water 3 days,4473.0,2026-02-25,13.3,Store under shade
945,Wet Low,2.79,7.14,29.3,85.1,1942.2,14,Mouldboard,755,Maintain 5cm water,148.6,24,334.8,200.88,167.4,Keep flooded,Thin seedlings,133.92,66.96,66.96,Flood for 1 week,Maintain shallow flooding,nan,81.3,Alternate wetting,4320.2,2026-02-23,14.1,Sun-dry 3 days
946,Dry Low,3.23,5.69,27.7,79.8,2349.8,12,Mouldboard,653,Maintain 5cm water,169.2,23,387.6,232.56,193.8,Maintain 3-5cm water,Increase spacing,155.04,93.02,77.52,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,83.8,Maintain 3-5cm,5814.7,2026-02-19,15.4,Sun-dry 3 days
